date,store,city,category,sales,transactions,is_festival,is_weekend,month,year,day_of_week
2021-01-07,Mumbai_Andheri,Mumbai,Dairy,128055.12,3068,0,0,1,2021,3
2021-01-07,Mumbai_Andheri,Mumbai,Apparel,85427.67,3689,0,0,1,2021,3
2021-01-07,Mumbai_Andheri,Mumbai,Electronics,70658.98,3169,0,0,1,2021,3
2021-01-07,Mumbai_Andheri,Mumbai,Home_Care,62277.01,3394,0,0,1,2021,3
2021-01-08,Mumbai_Andheri,Mumbai,Groceries,286063.56,2971,0,0,1,2021,4
2021-01-08,Mumbai_Andheri,Mumbai,FMCG,206937.57,2597,0,0,1,2021,4
2021-01-08,Mumbai_Andheri,Mumbai,Dairy,127635.09,3166,0,0,1,2021,4
2021-01-08,Mumbai_Andheri,Mumbai,Apparel,84111.18,3002,0,0,1,2021,4
2021-01-08,Mumbai_Andheri,Mumbai,Electronics,63466.41,2941,0,0,1,2021,4
2021-01-08,Mumbai_Andheri,Mumbai,Home_Care,58058.82,2815,0,0,1,2021,4
2021-01-09,Mumbai_Andheri,Mumbai,Groceries,348122.23,4604,0,1,1,2021,5
2021-01-09,Mumbai_Andheri,Mumbai,FMCG,246412.62,3936,0,1,1,2021,5
2021-01-09,Mumbai_Andheri,Mumbai,Dairy,146385.08,3042,0,1,1,2021,5
2021-01-09,Mumbai_Andheri,Mumbai,Apparel,97777.72,3855,0,1,1,2021,5
2021-01-09,Mumbai_Andheri,Mumbai,Electronics,86020.61,3751,0,1,1,2021,5
2021-01-09,Mumbai_Andheri,Mumbai,Home_Care,69343.52,3816,0,1,1,2021,5
2021-01-10,Mumbai_Andheri,Mumbai,Groceries,371789.18,4574,0,1,1,2021,6
2021-01-10,Mumbai_Andheri,Mumbai,FMCG,261990.14,3821,0,1,1,2021,6
2021-01-10,Mumbai_Andheri,Mumbai,Dairy,160922.72,3597,0,1,1,2021,6
2021-01-10,Mumbai_Andheri,Mumbai,Apparel,103966.44,5227,0,1,1,2021,6
2021-01-10,Mumbai_Andheri,Mumbai,Electronics,78045.64,3976,0,1,1,2021,6
2021-01-10,Mumbai_Andheri,Mumbai,Home_Care,71390.75,4005,0,1,1,2021,6
2021-01-11,Mumbai_Andheri,Mumbai,Groceries,252974.2,2729,0,0,1,2021,0
2021-01-11,Mumbai_Andheri,Mumbai,FMCG,183615.34,2776,0,0,1,2021,0
2021-01-11,Mumbai_Andheri,Mumbai,Dairy,114824.21,2821,0,0,1,2021,0
2021-01-11,Mumbai_Andheri,Mumbai,Apparel,71152.09,3348,0,0,1,2021,0
2021-01-11,Mumbai_Andheri,Mumbai,Electronics,54825.44,3155,0,0,1,2021,0
2021-01-11,Mumbai_Andheri,Mumbai,Home_Care,53094.62,2549,0,0,1,2021,0
2021-01-12,Mumbai_Andheri,Mumbai,Groceries,279000.93,3277,0,0,1,2021,1
2021-01-12,Mumbai_Andheri,Mumbai,FMCG,187477.2,2596,0,0,1,2021,1
2021-01-12,Mumbai_Andheri,Mumbai,Dairy,120812.32,3120,0,0,1,2021,1
2021-01-12,Mumbai_Andheri,Mumbai,Apparel,79684.92,3136,0,0,1,2021,1
2021-01-12,Mumbai_Andheri,Mumbai,Electronics,61398.73,3099,0,0,1,2021,1
2021-01-12,Mumbai_Andheri,Mumbai,Home_Care,55873.5,2792,0,0,1,2021,1
2021-01-13,Mumbai_Andheri,Mumbai,Groceries,303703.59,2589,0,0,1,2021,2
2021-01-13,Mumbai_Andheri,Mumbai,FMCG,218487.16,2658,0,0,1,2021,2
2021-01-13,Mumbai_Andheri,Mumbai,Dairy,131759.24,3336,0,0,1,2021,2
2021-01-13,Mumbai_Andheri,Mumbai,Apparel,82362.9,3274,0,0,1,2021,2
2021-01-13,Mumbai_Andheri,Mumbai,Electronics,69251.59,3229,0,0,1,2021,2
2021-01-13,Mumbai_Andheri,Mumbai,Home_Care,64133.68,2889,0,0,1,2021,2
2021-01-14,Mumbai_Andheri,Mumbai,Groceries,242162.34,2657,0,0,1,2021,3
2021-01-14,Mumbai_Andheri,Mumbai,FMCG,178801.5,3018,0,0,1,2021,3
2021-01-14,Mumbai_Andheri,Mumbai,Dairy,108803.8,3170,0,0,1,2021,3
2021-01-14,Mumbai_Andheri,Mumbai,Apparel,71779.17,3365,0,0,1,2021,3
2021-01-14,Mumbai_Andheri,Mumbai,Electronics,56785.9,3760,0,0,1,2021,3
2021-01-14,Mumbai_Andheri,Mumbai,Home_Care,51476.12,2644,0,0,1,2021,3
2021-01-15,Mumbai_Andheri,Mumbai,Groceries,246017.39,2787,0,0,1,2021,4
2021-01-15,Mumbai_Andheri,Mumbai,FMCG,177323.32,3000,0,0,1,2021,4
2021-01-15,Mumbai_Andheri,Mumbai,Dairy,103138.42,2596,0,0,1,2021,4
2021-01-15,Mumbai_Andheri,Mumbai,Apparel,64781.29,2719,0,0,1,2021,4
2021-01-15,Mumbai_Andheri,Mumbai,Electronics,57057.7,2921,0,0,1,2021,4
2021-01-15,Mumbai_Andheri,Mumbai,Home_Care,45866.52,2908,0,0,1,2021,4
2021-01-16,Mumbai_Andheri,Mumbai,Groceries,299489.18,3415,0,1,1,2021,5
2021-01-16,Mumbai_Andheri,Mumbai,FMCG,222277.39,2948,0,1,1,2021,5
2021-01-16,Mumbai_Andheri,Mumbai,Dairy,134960.87,3561,0,1,1,2021,5
2021-01-16,Mumbai_Andheri,Mumbai,Apparel,92547.28,3739,0,1,1,2021,5
2021-01-16,Mumbai_Andheri,Mumbai,Electronics,67052.97,3022,0,1,1,2021,5
2021-01-16,Mumbai_Andheri,Mumbai,Home_Care,63372.3,3544,0,1,1,2021,5
2021-01-17,Mumbai_Andheri,Mumbai,Groceries,406166.72,4011,0,1,1,2021,6
2021-01-17,Mumbai_Andheri,Mumbai,FMCG,262797.52,4166,0,1,1,2021,6
2021-01-17,Mumbai_Andheri,Mumbai,Dairy,154757.44,3652,0,1,1,2021,6
2021-01-17,Mumbai_Andheri,Mumbai,Apparel,103604.31,3467,0,1,1,2021,6
2021-01-17,Mumbai_Andheri,Mumbai,Electronics,79679.35,3583,0,1,1,2021,6
2021-01-17,Mumbai_Andheri,Mumbai,Home_Care,70616.69,4717,0,1,1,2021,6
2021-01-18,Mumbai_Andheri,Mumbai,Groceries,230707.74,2316,0,0,1,2021,0
2021-01-18,Mumbai_Andheri,Mumbai,FMCG,157360.82,3126,0,0,1,2021,0
2021-01-18,Mumbai_Andheri,Mumbai,Dairy,96480.54,2476,0,0,1,2021,0
2021-01-18,Mumbai_Andheri,Mumbai,Apparel,62319.78,3003,0,0,1,2021,0
2021-01-18,Mumbai_Andheri,Mumbai,Electronics,49824.9,2864,0,0,1,2021,0
2021-01-18,Mumbai_Andheri,Mumbai,Home_Care,44990.65,2604,0,0,1,2021,0
2021-01-19,Mumbai_Andheri,Mumbai,Groceries,292640.91,2192,0,0,1,2021,1
2021-01-19,Mumbai_Andheri,Mumbai,FMCG,205380.42,2601,0,0,1,2021,1
2021-01-19,Mumbai_Andheri,Mumbai,Dairy,126486.65,2562,0,0,1,2021,1
2021-01-19,Mumbai_Andheri,Mumbai,Apparel,81169.75,2951,0,0,1,2021,1
2021-01-19,Mumbai_Andheri,Mumbai,Electronics,67494.31,2439,0,0,1,2021,1
2021-01-19,Mumbai_Andheri,Mumbai,Home_Care,56317.05,2657,0,0,1,2021,1
2021-01-20,Mumbai_Andheri,Mumbai,Groceries,260119.92,2921,0,0,1,2021,2
2021-01-20,Mumbai_Andheri,Mumbai,FMCG,164791.76,3075,0,0,1,2021,2
2021-01-20,Mumbai_Andheri,Mumbai,Dairy,112965.65,3109,0,0,1,2021,2
2021-01-20,Mumbai_Andheri,Mumbai,Apparel,65198.96,2654,0,0,1,2021,2
2021-01-20,Mumbai_Andheri,Mumbai,Electronics,58348.53,2587,0,0,1,2021,2
2021-01-20,Mumbai_Andheri,Mumbai,Home_Care,49455.12,3032,0,0,1,2021,2
2021-01-21,Mumbai_Andheri,Mumbai,Groceries,238242.53,1827,0,0,1,2021,3
2021-01-21,Mumbai_Andheri,Mumbai,FMCG,163589.81,2724,0,0,1,2021,3
2021-01-21,Mumbai_Andheri,Mumbai,Dairy,97239.33,3289,0,0,1,2021,3
2021-01-21,Mumbai_Andheri,Mumbai,Apparel,64328.51,2667,0,0,1,2021,3
2021-01-21,Mumbai_Andheri,Mumbai,Electronics,54870.87,3232,0,0,1,2021,3
2021-01-21,Mumbai_Andheri,Mumbai,Home_Care,45019.03,3148,0,0,1,2021,3
2021-01-22,Mumbai_Andheri,Mumbai,Groceries,243096.21,2938,0,0,1,2021,4
2021-01-22,Mumbai_Andheri,Mumbai,FMCG,182174.99,2619,0,0,1,2021,4
2021-01-22,Mumbai_Andheri,Mumbai,Dairy,108744.32,2684,0,0,1,2021,4
2021-01-22,Mumbai_Andheri,Mumbai,Apparel,72622.63,2998,0,0,1,2021,4
2021-01-22,Mumbai_Andheri,Mumbai,Electronics,61504.61,2428,0,0,1,2021,4
2021-01-22,Mumbai_Andheri,Mumbai,Home_Care,54923.83,2214,0,0,1,2021,4
2021-01-23,Mumbai_Andheri,Mumbai,Groceries,307762.41,3461,0,1,1,2021,5
2021-01-23,Mumbai_Andheri,Mumbai,FMCG,209426.4,3285,0,1,1,2021,5
2021-01-23,Mumbai_Andheri,Mumbai,Dairy,126324.39,3147,0,1,1,2021,5
2021-01-23,Mumbai_Andheri,Mumbai,Apparel,88830.0,3488,0,1,1,2021,5
2021-01-23,Mumbai_Andheri,Mumbai,Electronics,66823.43,3683,0,1,1,2021,5
2021-01-23,Mumbai_Andheri,Mumbai,Home_Care,60876.5,3652,0,1,1,2021,5
2021-01-24,Mumbai_Andheri,Mumbai,Groceries,342530.08,3553,0,1,1,2021,6
2021-01-24,Mumbai_Andheri,Mumbai,FMCG,260619.89,4027,0,1,1,2021,6
2021-01-24,Mumbai_Andheri,Mumbai,Dairy,151706.43,3827,0,1,1,2021,6
2021-01-24,Mumbai_Andheri,Mumbai,Apparel,106395.37,3540,0,1,1,2021,6
2021-01-24,Mumbai_Andheri,Mumbai,Electronics,82749.91,3698,0,1,1,2021,6
2021-01-24,Mumbai_Andheri,Mumbai,Home_Care,70238.61,4225,0,1,1,2021,6
2021-01-25,Mumbai_Andheri,Mumbai,Groceries,274034.8,3191,0,0,1,2021,0
2021-01-25,Mumbai_Andheri,Mumbai,FMCG,189729.72,3004,0,0,1,2021,0
2021-01-25,Mumbai_Andheri,Mumbai,Dairy,112330.65,2897,0,0,1,2021,0
2021-01-25,Mumbai_Andheri,Mumbai,Apparel,75433.44,2829,0,0,1,2021,0
2021-01-25,Mumbai_Andheri,Mumbai,Electronics,62106.69,2554,0,0,1,2021,0
2021-01-25,Mumbai_Andheri,Mumbai,Home_Care,57522.26,2498,0,0,1,2021,0
2021-01-26,Mumbai_Andheri,Mumbai,Groceries,245313.61,3037,0,0,1,2021,1
2021-01-26,Mumbai_Andheri,Mumbai,FMCG,171646.99,2988,0,0,1,2021,1
2021-01-26,Mumbai_Andheri,Mumbai,Dairy,100430.52,2530,0,0,1,2021,1
2021-01-26,Mumbai_Andheri,Mumbai,Apparel,67189.61,2596,0,0,1,2021,1
2021-01-26,Mumbai_Andheri,Mumbai,Electronics,55679.43,2755,0,0,1,2021,1
2021-01-26,Mumbai_Andheri,Mumbai,Home_Care,45342.22,2703,0,0,1,2021,1
2021-01-27,Mumbai_Andheri,Mumbai,Groceries,253296.85,2553,0,0,1,2021,2
2021-01-27,Mumbai_Andheri,Mumbai,FMCG,186904.41,2873,0,0,1,2021,2
2021-01-27,Mumbai_Andheri,Mumbai,Dairy,108808.04,2658,0,0,1,2021,2
2021-01-27,Mumbai_Andheri,Mumbai,Apparel,74727.3,2365,0,0,1,2021,2
2021-01-27,Mumbai_Andheri,Mumbai,Electronics,55897.37,2584,0,0,1,2021,2
2021-01-27,Mumbai_Andheri,Mumbai,Home_Care,51385.54,2893,0,0,1,2021,2
2021-01-28,Mumbai_Andheri,Mumbai,Groceries,284703.01,2752,0,0,1,2021,3
2021-01-28,Mumbai_Andheri,Mumbai,FMCG,196464.62,2499,0,0,1,2021,3
2021-01-28,Mumbai_Andheri,Mumbai,Dairy,117881.15,2713,0,0,1,2021,3
2021-01-28,Mumbai_Andheri,Mumbai,Apparel,79660.89,2551,0,0,1,2021,3
2021-01-28,Mumbai_Andheri,Mumbai,Electronics,64223.55,3259,0,0,1,2021,3
2021-01-28,Mumbai_Andheri,Mumbai,Home_Care,54812.47,2920,0,0,1,2021,3
2021-01-29,Mumbai_Andheri,Mumbai,Groceries,259119.81,2867,0,0,1,2021,4
2021-01-29,Mumbai_Andheri,Mumbai,FMCG,188199.18,2829,0,0,1,2021,4
2021-01-29,Mumbai_Andheri,Mumbai,Dairy,109372.9,2807,0,0,1,2021,4
2021-01-29,Mumbai_Andheri,Mumbai,Apparel,76740.59,3235,0,0,1,2021,4
2021-01-29,Mumbai_Andheri,Mumbai,Electronics,62503.09,3445,0,0,1,2021,4
2021-01-29,Mumbai_Andheri,Mumbai,Home_Care,51052.62,3061,0,0,1,2021,4
2021-01-30,Mumbai_Andheri,Mumbai,Groceries,333660.33,3069,0,1,1,2021,5
2021-01-30,Mumbai_Andheri,Mumbai,FMCG,211773.89,3144,0,1,1,2021,5
2021-01-30,Mumbai_Andheri,Mumbai,Dairy,120310.57,3170,0,1,1,2021,5
2021-01-30,Mumbai_Andheri,Mumbai,Apparel,84992.11,3414,0,1,1,2021,5
2021-01-30,Mumbai_Andheri,Mumbai,Electronics,71081.59,4035,0,1,1,2021,5
2021-01-30,Mumbai_Andheri,Mumbai,Home_Care,63690.25,3152,0,1,1,2021,5
2021-01-31,Mumbai_Andheri,Mumbai,Groceries,329334.32,3245,0,1,1,2021,6
2021-01-31,Mumbai_Andheri,Mumbai,FMCG,247600.04,4257,0,1,1,2021,6
2021-01-31,Mumbai_Andheri,Mumbai,Dairy,135821.9,3086,0,1,1,2021,6
2021-01-31,Mumbai_Andheri,Mumbai,Apparel,97277.15,3733,0,1,1,2021,6
2021-01-31,Mumbai_Andheri,Mumbai,Electronics,77479.01,3134,0,1,1,2021,6
2021-01-31,Mumbai_Andheri,Mumbai,Home_Care,63047.14,3782,0,1,1,2021,6
2021-02-01,Mumbai_Andheri,Mumbai,Groceries,263670.95,2986,0,0,2,2021,0
2021-02-01,Mumbai_Andheri,Mumbai,FMCG,183598.78,2757,0,0,2,2021,0
2021-02-01,Mumbai_Andheri,Mumbai,Dairy,115627.17,2954,0,0,2,2021,0
2021-02-01,Mumbai_Andheri,Mumbai,Apparel,78899.32,2462,0,0,2,2021,0
2021-02-01,Mumbai_Andheri,Mumbai,Electronics,57606.42,3183,0,0,2,2021,0
2021-02-01,Mumbai_Andheri,Mumbai,Home_Care,54414.77,2575,0,0,2,2021,0
2021-02-02,Mumbai_Andheri,Mumbai,Groceries,294023.43,3153,0,0,2,2021,1
2021-02-02,Mumbai_Andheri,Mumbai,FMCG,209614.06,3418,0,0,2,2021,1
2021-02-02,Mumbai_Andheri,Mumbai,Dairy,134236.56,2725,0,0,2,2021,1
2021-02-02,Mumbai_Andheri,Mumbai,Apparel,86869.49,2993,0,0,2,2021,1
2021-02-02,Mumbai_Andheri,Mumbai,Electronics,70558.06,2510,0,0,2,2021,1
2021-02-02,Mumbai_Andheri,Mumbai,Home_Care,60140.14,3117,0,0,2,2021,1
2021-02-03,Mumbai_Andheri,Mumbai,Groceries,228160.43,2188,0,0,2,2021,2
2021-02-03,Mumbai_Andheri,Mumbai,FMCG,169224.98,3015,0,0,2,2021,2
2021-02-03,Mumbai_Andheri,Mumbai,Dairy,108809.22,2822,0,0,2,2021,2
2021-02-03,Mumbai_Andheri,Mumbai,Apparel,72885.06,2385,0,0,2,2021,2
2021-02-03,Mumbai_Andheri,Mumbai,Electronics,51012.05,2783,0,0,2,2021,2
2021-02-03,Mumbai_Andheri,Mumbai,Home_Care,48635.03,2790,0,0,2,2021,2
2021-02-04,Mumbai_Andheri,Mumbai,Groceries,233700.47,2408,0,0,2,2021,3
2021-02-04,Mumbai_Andheri,Mumbai,FMCG,172013.61,2909,0,0,2,2021,3
2021-02-04,Mumbai_Andheri,Mumbai,Dairy,96736.76,2645,0,0,2,2021,3
2021-02-04,Mumbai_Andheri,Mumbai,Apparel,64171.31,2781,0,0,2,2021,3
2021-02-04,Mumbai_Andheri,Mumbai,Electronics,55656.5,2504,0,0,2,2021,3
2021-02-04,Mumbai_Andheri,Mumbai,Home_Care,47853.05,2640,0,0,2,2021,3
2021-02-05,Mumbai_Andheri,Mumbai,Groceries,253920.73,2489,0,0,2,2021,4
2021-02-05,Mumbai_Andheri,Mumbai,FMCG,178117.86,2440,0,0,2,2021,4
2021-02-05,Mumbai_Andheri,Mumbai,Dairy,117880.15,2810,0,0,2,2021,4
2021-02-05,Mumbai_Andheri,Mumbai,Apparel,70821.41,2864,0,0,2,2021,4
2021-02-05,Mumbai_Andheri,Mumbai,Electronics,58026.67,2733,0,0,2,2021,4
2021-02-05,Mumbai_Andheri,Mumbai,Home_Care,52255.46,3027,0,0,2,2021,4
2021-02-06,Mumbai_Andheri,Mumbai,Groceries,303908.14,3260,0,1,2,2021,5
2021-02-06,Mumbai_Andheri,Mumbai,FMCG,201735.98,2814,0,1,2,2021,5
2021-02-06,Mumbai_Andheri,Mumbai,Dairy,140606.1,3952,0,1,2,2021,5
2021-02-06,Mumbai_Andheri,Mumbai,Apparel,87992.65,3567,0,1,2,2021,5
2021-02-06,Mumbai_Andheri,Mumbai,Electronics,71987.63,4468,0,1,2,2021,5
2021-02-06,Mumbai_Andheri,Mumbai,Home_Care,65000.76,3313,0,1,2,2021,5
2021-02-07,Mumbai_Andheri,Mumbai,Groceries,318843.82,3862,0,1,2,2021,6
2021-02-07,Mumbai_Andheri,Mumbai,FMCG,236021.61,3203,0,1,2,2021,6
2021-02-07,Mumbai_Andheri,Mumbai,Dairy,142254.2,3341,0,1,2,2021,6
2021-02-07,Mumbai_Andheri,Mumbai,Apparel,103923.99,4137,0,1,2,2021,6
2021-02-07,Mumbai_Andheri,Mumbai,Electronics,77858.36,4379,0,1,2,2021,6
2021-02-07,Mumbai_Andheri,Mumbai,Home_Care,68358.69,3431,0,1,2,2021,6
2021-02-08,Mumbai_Andheri,Mumbai,Groceries,298518.18,2488,0,0,2,2021,0
2021-02-08,Mumbai_Andheri,Mumbai,FMCG,207138.69,2537,0,0,2,2021,0
2021-02-08,Mumbai_Andheri,Mumbai,Dairy,118309.62,3077,0,0,2,2021,0
2021-02-08,Mumbai_Andheri,Mumbai,Apparel,89867.91,2380,0,0,2,2021,0
2021-02-08,Mumbai_Andheri,Mumbai,Electronics,68297.01,2604,0,0,2,2021,0
2021-02-08,Mumbai_Andheri,Mumbai,Home_Care,57305.02,2622,0,0,2,2021,0
2021-02-09,Mumbai_Andheri,Mumbai,Groceries,254362.72,2550,0,0,2,2021,1
2021-02-09,Mumbai_Andheri,Mumbai,FMCG,183297.45,2784,0,0,2,2021,1
2021-02-09,Mumbai_Andheri,Mumbai,Dairy,107761.51,2527,0,0,2,2021,1
2021-02-09,Mumbai_Andheri,Mumbai,Apparel,70860.85,3026,0,0,2,2021,1
2021-02-09,Mumbai_Andheri,Mumbai,Electronics,59190.1,2506,0,0,2,2021,1
2021-02-09,Mumbai_Andheri,Mumbai,Home_Care,50975.74,3025,0,0,2,2021,1
2021-02-10,Mumbai_Andheri,Mumbai,Groceries,246167.5,2601,0,0,2,2021,2
2021-02-10,Mumbai_Andheri,Mumbai,FMCG,176021.43,2571,0,0,2,2021,2
2021-02-10,Mumbai_Andheri,Mumbai,Dairy,95801.54,2311,0,0,2,2021,2
2021-02-10,Mumbai_Andheri,Mumbai,Apparel,68969.83,2877,0,0,2,2021,2
2021-02-10,Mumbai_Andheri,Mumbai,Electronics,53077.92,2991,0,0,2,2021,2
2021-02-10,Mumbai_Andheri,Mumbai,Home_Care,44983.71,2780,0,0,2,2021,2
2021-02-11,Mumbai_Andheri,Mumbai,Groceries,241821.12,2814,0,0,2,2021,3
2021-02-11,Mumbai_Andheri,Mumbai,FMCG,171249.69,2684,0,0,2,2021,3
2021-02-11,Mumbai_Andheri,Mumbai,Dairy,110695.42,2626,0,0,2,2021,3
2021-02-11,Mumbai_Andheri,Mumbai,Apparel,73312.84,2461,0,0,2,2021,3
2021-02-11,Mumbai_Andheri,Mumbai,Electronics,57955.87,3232,0,0,2,2021,3
2021-02-11,Mumbai_Andheri,Mumbai,Home_Care,44749.43,2560,0,0,2,2021,3
2021-02-12,Mumbai_Andheri,Mumbai,Groceries,274770.75,2911,0,0,2,2021,4
2021-02-12,Mumbai_Andheri,Mumbai,FMCG,193091.43,2825,0,0,2,2021,4
2021-02-12,Mumbai_Andheri,Mumbai,Dairy,117983.84,3150,0,0,2,2021,4
2021-02-12,Mumbai_Andheri,Mumbai,Apparel,79954.24,2901,0,0,2,2021,4
2021-02-12,Mumbai_Andheri,Mumbai,Electronics,62275.82,2653,0,0,2,2021,4
2021-02-12,Mumbai_Andheri,Mumbai,Home_Care,54445.51,2918,0,0,2,2021,4
2021-02-13,Mumbai_Andheri,Mumbai,Groceries,316814.38,4107,0,1,2,2021,5
2021-02-13,Mumbai_Andheri,Mumbai,FMCG,231497.97,3242,0,1,2,2021,5
2021-02-13,Mumbai_Andheri,Mumbai,Dairy,140670.99,3213,0,1,2,2021,5
2021-02-13,Mumbai_Andheri,Mumbai,Apparel,82186.26,2997,0,1,2,2021,5
2021-02-13,Mumbai_Andheri,Mumbai,Electronics,66228.15,3233,0,1,2,2021,5
2021-02-13,Mumbai_Andheri,Mumbai,Home_Care,62683.0,3963,0,1,2,2021,5
2021-02-14,Mumbai_Andheri,Mumbai,Groceries,365322.81,4115,0,1,2,2021,6
2021-02-14,Mumbai_Andheri,Mumbai,FMCG,239968.58,3875,0,1,2,2021,6
2021-02-14,Mumbai_Andheri,Mumbai,Dairy,162821.57,3181,0,1,2,2021,6
2021-02-14,Mumbai_Andheri,Mumbai,Apparel,110118.33,3917,0,1,2,2021,6
2021-02-14,Mumbai_Andheri,Mumbai,Electronics,82841.28,4036,0,1,2,2021,6
2021-02-14,Mumbai_Andheri,Mumbai,Home_Care,80405.53,3853,0,1,2,2021,6
2021-02-15,Mumbai_Andheri,Mumbai,Groceries,266744.64,2545,0,0,2,2021,0
2021-02-15,Mumbai_Andheri,Mumbai,FMCG,200545.0,2543,0,0,2,2021,0
2021-02-15,Mumbai_Andheri,Mumbai,Dairy,116792.38,2656,0,0,2,2021,0
2021-02-15,Mumbai_Andheri,Mumbai,Apparel,79126.84,2900,0,0,2,2021,0
2021-02-15,Mumbai_Andheri,Mumbai,Electronics,64689.19,2646,0,0,2,2021,0
2021-02-15,Mumbai_Andheri,Mumbai,Home_Care,53760.85,2506,0,0,2,2021,0
2021-02-16,Mumbai_Andheri,Mumbai,Groceries,264545.6,3027,0,0,2,2021,1
2021-02-16,Mumbai_Andheri,Mumbai,FMCG,179285.23,3060,0,0,2,2021,1
2021-02-16,Mumbai_Andheri,Mumbai,Dairy,117747.55,2924,0,0,2,2021,1
2021-02-16,Mumbai_Andheri,Mumbai,Apparel,80050.59,2567,0,0,2,2021,1
2021-02-16,Mumbai_Andheri,Mumbai,Electronics,56602.86,2266,0,0,2,2021,1
2021-02-16,Mumbai_Andheri,Mumbai,Home_Care,55241.59,2996,0,0,2,2021,1
2021-02-17,Mumbai_Andheri,Mumbai,Groceries,269845.5,2462,0,0,2,2021,2
2021-02-17,Mumbai_Andheri,Mumbai,FMCG,209259.77,2838,0,0,2,2021,2
2021-02-17,Mumbai_Andheri,Mumbai,Dairy,114867.75,3017,0,0,2,2021,2
2021-02-17,Mumbai_Andheri,Mumbai,Apparel,77711.85,2867,0,0,2,2021,2
2021-02-17,Mumbai_Andheri,Mumbai,Electronics,59067.27,2941,0,0,2,2021,2
2021-02-17,Mumbai_Andheri,Mumbai,Home_Care,57389.26,3203,0,0,2,2021,2
2021-02-18,Mumbai_Andheri,Mumbai,Groceries,287346.05,2503,0,0,2,2021,3
